"Month","Day","Year","Date","Victims_Killed","Victims_Wounded","Number_Victims","Media_Attention","Quarter","State","School_Level","During_School","Time_Period","Age","Weapon_Type","AgeGroup"
10,7,1983,"10/7/1983",0,1,1,NA,"Fall","CA","High School","Yes",NA,NA,"Handgun",NA
9,21,1983,"9/21/1983",0,0,0,NA,"Fall","MD","High School","Yes","Morning Classes","18","Handgun","Teen"
9,12,1983,"9/12/1983",0,5,5,NA,"Fall","CA","High School","Yes","Morning Classes","Teen","Multiple Handguns","Teen"
9,12,1983,"9/12/1983",0,5,5,NA,"Fall","CA","High School","Yes","Morning Classes","Teen","Multiple Handguns","Teen"
9,12,1983,"9/12/1983",1,0,1,NA,"Fall","MI","High School","Yes","School Start","16","Handgun","Teen"
5,26,1983,"5/26/1983",0,0,0,NA,"Spring","PA","High School","Yes",NA,"17","Handgun","Teen"
5,23,1983,"5/23/1983",0,1,1,NA,"Spring","OH","High School","Yes","Before School","15","Handgun","Teen"
5,18,1983,"5/18/1983",0,1,1,NA,"Spring","FL","High School","Yes","Afternoon Classes","22","Handgun","Adult"
5,16,1983,"5/16/1983",1,0,1,"Local","Spring","TX","High School","No","After School","41","Handgun","Adult"
5,16,1983,"5/16/1983",0,2,2,NA,"Spring","NY","High School","Yes","Lunch","24","Rifle","Adult"
3,31,1983,"3/31/1983",0,0,0,NA,"Spring","IL","Other","Yes","Morning Classes","11","Handgun","Child"
2,1,1983,"2/1/1983",0,0,0,NA,"Winter","TN","High School","No","After School","16","Handgun","Teen"
1,31,1983,"1/31/1983",0,0,0,NA,"Winter","FL","High School","Yes",NA,"16","Handgun","Teen"
1,30,1983,"1/30/1983",1,0,1,NA,"Winter","TX","High School","No","Not a School Day",NA,"Handgun",NA
1,28,1983,"1/28/1983",0,0,0,NA,"Winter","MD","Middle school","Yes","Morning Classes","14","Handgun","Teen"
1,20,1983,"1/20/1983",1,1,2,NA,"Winter","MO","Middle school","Yes","Morning Classes","14","Handgun","Teen"
1,20,1983,"1/20/1983",1,1,2,NA,"Winter","MO","Middle school","Yes","Morning Classes","14","Handgun","Teen"
1,18,1983,"1/18/1983",1,0,1,NA,"Winter","TX","High School","Yes","Morning Classes","21","Handgun","Adult"
12,20,1982,"12/20/1982",0,1,1,NA,"Winter","MI","High School","Yes","School Start","Adult","Handgun","Adult"
12,6,1982,"12/6/1982",0,0,0,NA,"Winter","AL","High School","Yes","Morning Classes","17","Handgun","Teen"
11,12,1982,"11/12/1982",1,0,1,NA,"Fall","MS","High School","Yes","Afternoon Classes","20","Shotgun","Adult"
11,8,1982,"11/8/1982",0,2,2,NA,"Fall","MI","High School","Yes","Morning Classes","15","Handgun","Teen"
11,1,1982,"11/1/1982",0,1,1,NA,"Fall","NY","High School","Yes","Afternoon Classes","16","Handgun","Teen"
9,15,1982,"9/15/1982",0,0,0,NA,"Fall","AR","Middle school","Yes","Lunch","12","Handgun","Teen"
5,27,1982,"5/27/1982",0,2,2,NA,"Spring","NV","Junior High","Yes","Dismissal","Teen","Other","Teen"
5,27,1982,"5/27/1982",0,2,2,NA,"Spring","NV","Junior High","Yes","Dismissal","Teen","Other","Teen"
5,27,1982,"5/27/1982",0,2,2,NA,"Spring","NV","Junior High","Yes","Dismissal","Teen","Other","Teen"
4,30,1982,"4/30/1982",0,1,1,NA,"Spring","FL","High School","Yes","Before School","19","Handgun","Adult"
4,29,1982,"4/29/1982",0,0,0,NA,"Spring","GA","High School","Yes","Morning Classes","16","Rifle","Teen"
4,15,1982,"4/15/1982",0,1,1,NA,"Spring","MD","High School","Yes","After School","Teen","Handgun","Teen"
4,7,1982,"4/7/1982",1,0,1,"Local","Spring","CO","High School","No","Lunch","14","Handgun","Teen"
3,19,1982,"3/19/1982",1,2,3,NA,"Spring","NV","High School","Yes","Morning Classes","17","Handgun","Teen"
3,17,1982,"3/17/1982",0,0,0,NA,"Spring","OH","High School","Yes","Lunch","17","Handgun","Teen"
3,15,1982,"3/15/1982",0,0,0,NA,"Spring","OR","High School","Yes","Morning Classes","14","Handgun","Teen"
2,8,1982,"2/8/1982",0,1,1,NA,"Winter","MA","High School","Yes","Dismissal","19","Handgun","Adult"
2,5,1982,"2/5/1982",1,0,1,NA,"Winter","TN","High School","No","Sport Event",NA,"Handgun",NA
12,23,1981,"12/23/1981",1,0,1,NA,"Winter","NY","High School","Yes","Morning Classes","Teen","Handgun","Teen"
12,16,1981,"12/16/1981",0,1,1,NA,"Winter","TX","High School","Yes","Morning Classes","17","Handgun","Teen"
12,9,1981,"12/9/1981",1,0,1,NA,"Winter","NY","High School",NA,NA,NA,"Handgun",NA
10,13,1981,"10/13/1981",0,1,1,NA,"Fall","CT","High School","Yes","Morning Classes","16","Handgun","Teen"
9,13,1981,"9/13/1981",1,0,1,NA,"Fall","MD","High School","No","Not a School Day","Adult","Handgun","Adult"
9,8,1981,"9/8/1981",0,0,0,NA,"Fall","FL","Middle school","Yes",NA,"12","Handgun","Teen"
9,4,1981,"9/4/1981",0,2,2,NA,"Fall","NM","High School","Yes","Morning Classes","16","Handgun","Teen"
9,1,1981,"9/1/1981",0,3,3,NA,"Fall","PA","Elementary","No","Evening",NA,"Handgun",NA
5,15,1981,"5/15/1981",0,1,1,NA,"Spring","LA","Junior High","Yes","Before School","42","Handgun","Adult"
4,2,1981,"4/2/1981",0,1,1,NA,"Spring","OH","Junior High","Yes","Before School","14","Handgun","Teen"
3,28,1981,"3/28/1981",1,0,1,NA,"Spring","FL","High School","No","School Event","18","Handgun","Teen"
3,3,1981,"3/3/1981",0,1,1,NA,"Spring","IN","High School","Yes","Morning Classes","15","Handgun","Teen"
2,10,1981,"2/10/1981",0,1,1,NA,"Winter","AR","High School","Yes","Before School","16","Handgun","Teen"
2,10,1981,"2/10/1981",1,0,1,NA,"Winter","CA","High School","Yes","Lunch","19","Shotgun","Adult"
1,22,1981,"1/22/1981",0,0,0,NA,"Winter","MD","High School","Yes","Afternoon Classes","17","Handgun","Teen"
1,21,1981,"1/21/1981",0,1,1,NA,"Winter","OH","Junior High","Yes","Before School","14","Handgun","Teen"
12,12,1980,"12/12/1980",0,1,1,NA,"Winter","AL","High School","Yes","Dismissal","15","Handgun","Teen"
12,12,1980,"12/12/1980",0,1,1,NA,"Winter","OH","Junior High","Yes","School Start","14","Handgun","Teen"
11,17,1980,"11/17/1980",0,1,1,NA,"Fall","TX","High School","Yes","Lunch","16","Handgun","Teen"
10,31,1980,"10/31/1980",0,1,1,NA,"Fall","AL","High School","Yes",NA,"17","Handgun","Teen"
10,13,1980,"10/13/1980",0,1,1,NA,"Fall","AL","High School","No","After School","17","Handgun","Teen"
9,26,1980,"9/26/1980",0,2,2,NA,"Fall","CT","High School","Yes","School Start","19","Rifle","Adult"
9,11,1980,"9/11/1980",1,0,1,NA,"Fall","AL","High School","Yes",NA,"29","Handgun","Adult"
9,10,1980,"9/10/1980",1,0,1,NA,"Fall","DC","High School","Yes","Morning Classes","18","Handgun","Teen"
9,8,1980,"9/8/1980",0,1,1,NA,"Fall","FL","High School","Yes",NA,"Teen","Handgun","Teen"
9,2,1980,"9/2/1980",0,10,10,NA,"Fall","CA","High School","No","After School","18","Shotgun","Teen"
5,30,1980,"5/30/1980",0,0,0,NA,"Spring","NY","High School","Yes","Morning Classes","15","Handgun","Teen"
4,17,1980,"4/17/1980",2,0,2,NA,"Spring","VA","Elementary","Yes","Morning Classes","53","Handgun","Adult"
3,31,1980,"3/31/1980",0,1,1,NA,"Spring","MD","High School","Yes","School Start","16","Handgun","Teen"
3,20,1980,"3/20/1980",1,0,1,NA,"Spring","TX","High School","No","After School","30","Handgun","Adult"
2,15,1980,"2/15/1980",1,0,1,NA,"Winter","MS","Other","Yes","Afternoon Classes","32","Handgun","Adult"
2,11,1980,"2/11/1980",0,1,1,NA,"Winter","IN","High School","Yes","Lunch","17","Handgun","Teen"
2,11,1980,"2/11/1980",0,1,1,NA,"Winter","IN","High School","Yes","Lunch","19","Handgun","Adult"
2,7,1980,"2/7/1980",0,1,1,NA,"Winter","TX","Elementary","Yes","Morning Classes","9","Handgun","Child"
2,1,1980,"2/1/1980",0,1,1,NA,"Winter","DC","Elementary","Yes","Morning Classes","9","Handgun","Child"
1,29,1980,"1/29/1980",0,0,0,NA,"Winter","VA","High School","Yes","Morning Classes","17","Handgun","Teen"
1,7,1980,"1/7/1980",1,0,1,NA,"Winter","AR","High School","Yes","Morning Classes","16","Handgun","Teen"
12,21,1979,"12/21/1979",0,1,1,NA,"Winter","MO","Middle school","Yes","Morning Classes","14","Handgun","Teen"
12,3,1979,"12/3/1979",0,3,3,NA,"Winter","MD","High School","Yes","Lunch","Teen","Handgun","Teen"
12,3,1979,"12/3/1979",0,3,3,NA,"Winter","MD","High School","Yes","Lunch","Teen","Handgun","Teen"
12,3,1979,"12/3/1979",0,3,3,NA,"Winter","MD","High School","Yes","Lunch","Teen","Handgun","Teen"
12,3,1979,"12/3/1979",0,3,3,NA,"Winter","MD","High School","Yes","Lunch","Teen","Handgun","Teen"
11,5,1979,"11/5/1979",0,1,1,NA,"Fall","IN","High School","Yes","Dismissal","18","Handgun","Teen"
10,23,1979,"10/23/1979",0,2,2,NA,"Fall","MO","High School","Yes","Morning Classes","16","Handgun","Teen"
9,28,1979,"9/28/1979",0,1,1,NA,"Fall","MA","High School","No","Sport Event","Teen","Rifle","Teen"
9,28,1979,"9/28/1979",0,1,1,NA,"Fall","MA","High School","No","Sport Event","Teen","Rifle","Teen"
9,26,1979,"9/26/1979",0,2,2,NA,"Fall","LA","Middle school","Yes","Lunch","13","Handgun","Teen"
9,26,1979,"9/26/1979",0,2,2,NA,"Fall","LA","Middle school","Yes","Lunch","15","Handgun","Teen"
6,14,1979,"6/14/1979",1,0,1,NA,"Summer","OH","Elementary","No","After School","13","Handgun","Teen"
4,26,1979,"4/26/1979",1,0,1,NA,"Spring","TX","High School","Yes","After School","14","Handgun","Teen"
4,25,1979,"4/25/1979",0,1,1,NA,"Spring","PA","Junior High","Yes","Afternoon Classes",NA,"Rifle",NA
4,16,1979,"4/16/1979",0,1,1,NA,"Spring","WI","High School","No","Night","28","Shotgun","Adult"
3,28,1979,"3/28/1979",0,1,1,NA,"Spring","CA","High School","Yes","Dismissal","19","Handgun","Adult"
3,14,1979,"3/14/1979",0,1,1,NA,"Spring","FL","High School","Yes","Dismissal","Teen","Handgun","Teen"
2,26,1979,"2/26/1979",0,3,3,"Local","Winter","CA","High School","Yes","Morning Classes","18","Handgun","Teen"
1,29,1979,"1/29/1979",2,9,11,NA,"Winter","CA","Elementary","Yes","School Start","16","Rifle","Teen"
12,14,1978,"12/14/1978",1,0,1,NA,"Winter","CT","High School","Yes",NA,"17","Handgun","Teen"
11,29,1978,"11/29/1978",0,1,1,NA,"Fall","NY","High School","Yes","Afternoon Classes","15","Handgun","Teen"
10,17,1978,"10/17/1978",0,1,1,NA,"Fall","AL","Junior High","Yes","Afternoon Classes","13","Handgun","Teen"
10,17,1978,"10/17/1978",0,3,3,NA,"Fall","MO","High School","Yes","Morning Classes","Teen","Handgun","Teen"
6,10,1978,"6/10/1978",0,0,0,NA,"Summer","MA","High School","No","School Event","17","Handgun","Teen"
6,7,1978,"6/7/1978",1,0,1,NA,"Summer","DE","High School","No","School Event","17","Handgun","Teen"
5,19,1978,"5/19/1978",0,8,8,NA,"Spring","PA","Junior High","Yes","Afternoon Classes",NA,"Multiple Rifles",NA
5,18,1978,"5/18/1978",1,0,1,"National","Spring","TX","Junior High","Yes","Morning Classes","13","Rifle","Teen"
4,28,1978,"4/28/1978",2,2,4,NA,"Spring","IL","High School","No","School Event","Teen","Handgun","Teen"
4,26,1978,"4/26/1978",1,0,1,NA,"Spring","TX","Elementary","Yes","Afternoon Classes","56","Handgun","Adult"
4,14,1978,"4/14/1978",0,1,1,NA,"Spring","MI","High School","Yes","Afternoon Classes","16","Handgun","Teen"
3,29,1978,"3/29/1978",0,1,1,NA,"Spring","TN","Junior High","No","After School","Adult","Handgun","Adult"
3,9,1978,"3/9/1978",0,1,1,NA,"Spring","CA","Elementary","Yes","Morning Classes","14","Rifle","Teen"
2,22,1978,"2/22/1978",1,1,2,NA,"Winter","MI","High School","Yes","Afternoon Classes","15","Handgun","Teen"
2,9,1978,"2/9/1978",1,0,1,NA,"Winter","WV","Junior High","Yes","Morning Classes","15","Handgun","Teen"
1,11,1978,"1/11/1978",0,1,1,NA,"Winter","KY","Middle school","Yes","Morning Classes","16","Handgun","Teen"
12,12,1977,"12/12/1977",1,0,1,NA,"Winter","FL","High School","No","After School","41","Handgun","Adult"
12,9,1977,"12/9/1977",0,0,0,NA,"Winter","CA","Elementary","Yes",NA,"40","Handgun","Adult"
11,29,1977,"11/29/1977",0,0,0,NA,"Fall","MO","High School","No","School Event","19","Rifle","Adult"
7,11,1977,"7/11/1977",0,1,1,NA,"Summer","CO","Junior High","No","Not a School Day","15","Handgun","Teen"
5,17,1977,"5/17/1977",0,0,0,NA,"Spring","FL","Middle school","No","Sport Event","22","Rifle","Adult"
4,18,1977,"4/18/1977",1,0,1,NA,"Spring","TN","Other","Yes","School Start","46","Handgun","Adult"
4,7,1977,"4/7/1977",1,0,1,NA,"Spring","TX","High School","Yes","Morning Classes","17","Handgun","Teen"
3,21,1977,"3/21/1977",0,0,0,NA,"Spring","NY","Other","Yes",NA,"18","Rifle","Teen"
3,8,1977,"3/8/1977",0,2,2,NA,"Spring","IL","High School","Yes","Lunch","16","Handgun","Teen"
2,28,1977,"2/28/1977",0,1,1,NA,"Winter","TX","Junior High","Yes",NA,"15","Handgun","Teen"
2,9,1977,"2/9/1977",1,3,4,NA,"Winter","IL","High School","Yes","Afternoon Classes","14","Handgun","Teen"
1,13,1977,"1/13/1977",0,1,1,NA,"Winter","IL","High School","Yes","Morning Classes","15","Handgun","Teen"
12,10,1976,"12/10/1976",0,2,2,NA,"Winter","MO","Elementary","Yes","Morning Classes","11","Handgun","Child"
11,10,1976,"11/10/1976",1,0,1,NA,"Fall","MI","Elementary","Yes","Morning Classes","46","Handgun","Adult"
5,14,1976,"5/14/1976",0,1,1,NA,"Spring","FL","High School","Yes","Lunch","17","Handgun","Teen"
5,13,1976,"5/13/1976",0,1,1,NA,"Spring","MO","Elementary","Yes","Lunch","15","Handgun","Teen"
4,12,1976,"4/12/1976",1,1,2,NA,"Spring","TX","High School","Yes","Afternoon Classes","15","Handgun","Teen"
2,12,1976,"2/12/1976",0,5,5,NA,"Winter","MI","High School","Yes",NA,"Teen","Handgun","Teen"
2,12,1976,"2/12/1976",0,5,5,NA,"Winter","MI","High School","Yes",NA,"Teen","Handgun","Teen"
2,12,1976,"2/12/1976",0,5,5,NA,"Winter","MI","High School","Yes",NA,"Teen","Handgun","Teen"
2,12,1976,"2/12/1976",0,5,5,NA,"Winter","MI","High School","Yes",NA,"Teen","Handgun","Teen"
2,12,1976,"2/12/1976",0,5,5,NA,"Winter","MI","High School","Yes",NA,"Teen","Handgun","Teen"
2,12,1976,"2/12/1976",0,5,5,NA,"Winter","MI","High School","Yes",NA,"Teen","Handgun","Teen"
1,23,1976,"1/23/1976",1,1,2,NA,"Winter","OH","High School","Yes","Afternoon Classes","17","Handgun","Teen"
1,1,1976,"1/1/1976",0,1,1,NA,"Winter","AZ","High School","No","Before School",NA,"Rifle",NA
12,18,1975,"12/18/1975",0,1,1,NA,"Winter","CA","High School","Yes","Lunch","16","Rifle","Teen"
10,24,1975,"10/24/1975",0,1,1,NA,"Fall","GA","High School","Yes","Morning Classes","15","Handgun","Teen"
10,1,1975,"10/1/1975",1,0,1,NA,"Fall","NM","Elementary","Yes","Before School","35","Handgun","Adult"
7,11,1975,"7/11/1975",0,2,2,NA,"Summer","MO","High School","Yes","School Start","18","Handgun","Teen"
5,27,1975,"5/27/1975",1,0,1,NA,"Spring","MI","Elementary","No","After School","9","Rifle","Child"
5,15,1975,"5/15/1975",0,1,1,NA,"Spring","MO","Junior High","Yes","Afternoon Classes","13","Handgun","Teen"
3,21,1975,"3/21/1975",0,1,1,NA,"Spring","OH","High School","Yes","Before School","15","Handgun","Teen"
3,21,1975,"3/21/1975",0,1,1,NA,"Spring","VA","Elementary","Yes","Lunch","18","Rifle","Teen"
3,12,1975,"3/12/1975",0,2,2,NA,"Spring","TX","High School","Yes","Afternoon Classes","Teen","Handgun","Teen"
2,24,1975,"2/24/1975",1,1,2,NA,"Winter","NJ","K-8th","Yes","Morning Classes","24","Shotgun","Adult"
2,7,1975,"2/7/1975",0,0,0,NA,"Winter","NY","Other","Yes","Afternoon Classes","16","Handgun","Teen"
12,18,1974,"12/18/1974",1,1,2,NA,"Winter","CA","High School","Yes","Lunch","17","Handgun","Teen"
11,25,1974,"11/25/1974",0,0,0,NA,"Fall","SC","High School","No","After School","Teen","Handgun","Teen"
11,25,1974,"11/25/1974",0,0,0,NA,"Fall","SC","High School","No","After School","Teen","Handgun","Teen"
11,21,1974,"11/21/1974",1,1,2,NA,"Fall","AR","Junior High","Yes","Lunch","15","Handgun","Teen"
10,21,1974,"10/21/1974",0,1,1,NA,"Fall","MD","High School","Yes","Lunch","15","Handgun","Teen"
10,7,1974,"10/7/1974",1,1,2,NA,"Fall","LA","High School","Yes","After School","17","Handgun","Teen"
9,25,1974,"9/25/1974",0,1,1,NA,"Fall","CA","High School","Yes",NA,"17","Handgun","Teen"
9,23,1974,"9/23/1974",0,1,1,NA,"Fall","CA","High School","Yes",NA,"Teen","Handgun","Teen"
9,23,1974,"9/23/1974",0,1,1,NA,"Fall","CA","High School","Yes",NA,"Teen","Handgun","Teen"
9,23,1974,"9/23/1974",0,1,1,NA,"Fall","CA","High School","Yes",NA,"Teen","Handgun","Teen"
5,19,1974,"5/19/1974",0,0,0,NA,"Spring","FL","Elementary","No","Not a School Day","35","Rifle","Adult"
5,10,1974,"5/10/1974",1,0,1,NA,"Spring","TN","High School","No","Evening","20","Handgun","Adult"
4,2,1974,"4/2/1974",0,2,2,NA,"Spring","CT","Other","Yes","Afternoon Classes",NA,"Other",NA
3,22,1974,"3/22/1974",1,0,1,NA,"Spring","IN","High School","Yes","School Start","17","Rifle","Teen"
2,7,1974,"2/7/1974",2,0,2,NA,"Winter","CA","Junior High","Yes","Lunch","24","Handgun","Adult"
1,17,1974,"1/17/1974",1,2,3,NA,"Winter","IL","Elementary","Yes",NA,"14","Handgun","Teen"
1,17,1974,"1/17/1974",1,2,3,NA,"Winter","IL","Elementary","Yes",NA,"14","Handgun","Teen"
12,13,1973,"12/13/1973",0,1,1,NA,"Winter","OH","High School","Yes","Afternoon Classes","16","Handgun","Teen"
12,6,1973,"12/6/1973",0,1,1,NA,"Winter","CA","High School","Yes",NA,NA,"Handgun",NA
11,8,1973,"11/8/1973",1,0,1,NA,"Fall","IL","High School","Yes","Morning Classes","16","Handgun","Teen"
10,31,1973,"10/31/1973",0,1,1,NA,"Fall","MO","High School","Yes",NA,"18","Shotgun","Teen"
10,24,1973,"10/24/1973",0,1,1,NA,"Fall","MN","High School","Yes",NA,"17","Shotgun","Teen"
10,23,1973,"10/23/1973",0,1,1,NA,"Fall","OH","High School","Yes","Lunch","17","Handgun","Teen"
10,2,1973,"10/2/1973",1,0,1,NA,"Fall","IL","High School","Yes","Afternoon Classes","17","Handgun","Teen"
9,28,1973,"9/28/1973",0,3,3,NA,"Fall","CA","High School","Yes","Morning Classes","16","Handgun","Teen"
5,1,1973,"5/1/1973",0,3,3,NA,"Spring","OH","High School","Yes",NA,"15","Handgun","Teen"
4,5,1973,"4/5/1973",0,2,2,NA,"Spring","CA","High School","Yes",NA,NA,"Handgun",NA
2,26,1973,"2/26/1973",1,1,2,NA,"Winter","VA","High School","Yes","School Start","18","Handgun","Teen"
2,12,1973,"2/12/1973",0,1,1,NA,"Winter","AL","High School","No","Evening","19","Handgun","Adult"
1,31,1973,"1/31/1973",0,1,1,NA,"Winter","NC","High School","Yes","Lunch","17","Handgun","Teen"
1,18,1973,"1/18/1973",0,2,2,NA,"Winter","CA","High School","No","Sport Event","19","Handgun","Adult"
1,18,1973,"1/18/1973",0,2,2,NA,"Winter","CA","High School","No","Sport Event","18","Handgun","Teen"
1,5,1973,"1/5/1973",0,4,4,NA,"Winter","NC","High School","No","Sport Event","Teen","Handgun","Teen"
9,21,1972,"9/21/1972",0,1,1,NA,"Fall","OH","Junior High","Yes","Dismissal","18","Handgun","Teen"
9,19,1972,"9/19/1972",0,1,1,NA,"Fall","TX","Junior High","No","School Start","33","Handgun","Adult"
9,14,1972,"9/14/1972",0,1,1,NA,"Fall","TX","Junior High","Yes","Morning Classes","16","Handgun","Teen"
5,5,1972,"5/5/1972",1,0,1,NA,"Spring","IN","High School","Yes","Afternoon Classes","16","Handgun","Teen"
5,4,1972,"5/4/1972",1,0,1,NA,"Spring","NV","Elementary","Yes","Lunch","53","Handgun","Adult"
3,13,1972,"3/13/1972",0,1,1,NA,"Spring","TX","Junior High","Yes",NA,"15","Handgun","Teen"
2,28,1972,"2/28/1972",0,1,1,NA,"Winter","CA","Junior High","Yes",NA,"14","Handgun","Teen"
2,15,1972,"2/15/1972",0,0,0,NA,"Winter","IL","High School","No","Night","21","Handgun","Adult"
2,14,1972,"2/14/1972",1,0,1,NA,"Winter","IL","High School","Yes","Dismissal",NA,"Handgun",NA
1,26,1972,"1/26/1972",0,1,1,NA,"Winter","MD","Junior High","Yes","Afternoon Classes","Teen","Handgun","Teen"
1,26,1972,"1/26/1972",0,1,1,NA,"Winter","MD","Junior High","No","Dismissal","17","Rifle","Teen"
1,24,1972,"1/24/1972",0,1,1,NA,"Winter","OH","High School","Yes","Morning Classes","16","Handgun","Teen"
1,5,1972,"1/5/1972",1,0,1,NA,"Winter","DC","Elementary","Yes","Morning Classes","61","Handgun","Adult"
12,13,1971,"12/13/1971",0,1,1,NA,"Winter","MD","High School","Yes","Morning Classes","17","Handgun","Teen"
12,6,1971,"12/6/1971",0,4,4,NA,"Winter","CA","Junior High","Yes",NA,"14","Handgun","Teen"
12,6,1971,"12/6/1971",0,4,4,NA,"Winter","CA","Junior High","Yes",NA,"14","Handgun","Teen"
11,24,1971,"11/24/1971",1,0,1,NA,"Fall","MD","High School","Yes","Afternoon Classes","17","Handgun","Teen"
11,8,1971,"11/8/1971",1,0,1,NA,"Fall","OK","Elementary","Yes","Morning Classes","63","Handgun","Adult"
11,3,1971,"11/3/1971",0,1,1,NA,"Fall","NM","6th-12th","Yes","Morning Classes","22","Rifle","Adult"
10,29,1971,"10/29/1971",0,2,2,NA,"Fall","MD","High School","No","Dismissal","Teen","Handgun","Teen"
10,29,1971,"10/29/1971",0,2,2,NA,"Fall","MD","High School","No","Dismissal","Teen","Handgun","Teen"
10,29,1971,"10/29/1971",0,1,1,NA,"Fall","MD","High School","Yes","Lunch","17","Rifle","Teen"
10,28,1971,"10/28/1971",0,1,1,NA,"Fall","MD","High School","Yes","Lunch",NA,"Handgun",NA
9,29,1971,"9/29/1971",1,2,3,NA,"Fall","VA","Junior High","Yes",NA,"14","Handgun","Teen"
9,24,1971,"9/24/1971",1,0,1,NA,"Fall","NY","High School","Yes",NA,"Teen","Handgun","Teen"
9,9,1971,"9/9/1971",1,0,1,NA,"Fall","TX","High School","Yes","School Start","15","Handgun","Teen"
8,20,1971,"8/20/1971",0,1,1,NA,"Summer","PA","High School","No","Night","72","Handgun","Adult"
6,2,1971,"6/2/1971",0,0,0,NA,"Summer","NY","Middle school","Yes","Afternoon Classes","13","Handgun","Teen"
5,27,1971,"5/27/1971",0,1,1,NA,"Spring","MI","High School","Yes",NA,"17","Handgun","Teen"
4,5,1971,"4/5/1971",0,0,0,NA,"Spring","PA","High School","Yes",NA,"17","Handgun","Teen"
